document_id,term,term_type,frequency,frequency_score,first_position,last_position,distance_from_start,distance_from_end,earliness_score,persistence_score,relevance_score,extended_relevance_score,relevance_class
L13,reminder,unigram,4,0.068966,0.004519,0.938025,0.004519,0.061975,0.995481,0.933505,0.532223,0.606282,top
L13,semantic,unigram,4,0.068966,0.010329,0.578438,0.010329,0.421562,0.989671,0.568108,0.529318,0.49492,top
L13,senses,unigram,3,0.051724,0.002582,0.238218,0.002582,0.761782,0.997418,0.235636,0.524571,0.390606,top
L13,relations,unigram,3,0.051724,0.003873,0.300194,0.003873,0.699806,0.996127,0.29632,0.523925,0.408424,top
L13,wordform,unigram,3,0.051724,0.00581,0.014203,0.00581,0.985797,0.99419,0.008393,0.522957,0.321464,top
L13,institution,unigram,4,0.068966,0.040671,0.085862,0.040671,0.914138,0.959329,0.04519,0.514147,0.328942,top
L13,form,unigram,2,0.034483,0.007747,0.036798,0.007747,0.963202,0.992253,0.029051,0.513368,0.320184,top
L13,relate,unigram,6,0.103448,0.076824,0.881859,0.076824,0.118141,0.923176,0.805036,0.513312,0.559843,top
L13,speech,unigram,2,0.034483,0.009038,0.06133,0.009038,0.93867,0.990962,0.052292,0.512722,0.326769,top
L13,aspect,unigram,3,0.051724,0.029697,0.25694,0.029697,0.74306,0.970303,0.227243,0.511014,0.379954,top
L13,mean,unigram,6,0.103448,0.085216,0.738541,0.085216,0.261459,0.914784,0.653325,0.509116,0.511812,top
L13,share,unigram,3,0.051724,0.036152,0.374435,0.036152,0.625565,0.963848,0.338283,0.507786,0.411329,top
L13,retrieval,unigram,4,0.068966,0.05552,0.914784,0.05552,0.085216,0.94448,0.859264,0.506723,0.56871,top
L14,role,unigram,40,1.0,0.005325,0.988285,0.005325,0.011715,0.994675,0.982961,0.997338,0.993291,top
L14,semantic role,domain_phrase,33,0.825,0.003195,0.964856,0.003195,0.035144,0.996805,0.961661,0.910903,0.91754,top
L14,semantic,unigram,31,0.775,0.00426,0.977636,0.00426,0.022364,0.99574,0.973376,0.88537,0.900735,top
L14,frame,unigram,22,0.55,0.165069,0.982961,0.165069,0.017039,0.834931,0.817891,0.692465,0.715847,top
L14,predicate,unigram,15,0.375,0.020234,0.994675,0.020234,0.005325,0.979766,0.974441,0.677383,0.736262,top
L14,labeling,unigram,14,0.35,0.00639,0.968051,0.00639,0.031949,0.99361,0.961661,0.671805,0.726581,top
L14,verb,unigram,19,0.475,0.182109,0.958466,0.182109,0.041534,0.817891,0.776358,0.646446,0.668275,top
L14,argument,unigram,13,0.325,0.051118,0.959531,0.051118,0.040469,0.948882,0.908413,0.636941,0.687188,top
L14,agent,unigram,10,0.25,0.018104,0.563365,0.018104,0.436635,0.981896,0.545261,0.615948,0.558147,top
L14,event,unigram,9,0.225,0.044728,0.973376,0.044728,0.026624,0.955272,0.928647,0.590136,0.655176,top
L14,specific,unigram,9,0.225,0.058573,0.984026,0.058573,0.015974,0.941427,0.925453,0.583214,0.650064,top
L14,proto,unigram,8,0.2,0.055378,0.98722,0.055378,0.01278,0.944622,0.931842,0.572311,0.642939,top
L14,roles,unigram,7,0.175,0.038339,0.476038,0.038339,0.523962,0.961661,0.4377,0.568331,0.489808,top
L14,propbank,unigram,17,0.425,0.28967,0.986155,0.28967,0.013845,0.71033,0.696486,0.567665,0.592045,top
L14,thematic,unigram,8,0.2,0.092652,0.267306,0.092652,0.732694,0.907348,0.174654,0.553674,0.404601,top
L14,theme,unigram,5,0.125,0.019169,0.224707,0.019169,0.775293,0.980831,0.205538,0.552915,0.405911,top
L14,stock,unigram,5,0.125,0.024494,0.031949,0.024494,0.968051,0.975506,0.007455,0.550253,0.344888,top
L14,buy,unigram,3,0.075,0.023429,0.040469,0.023429,0.959531,0.976571,0.017039,0.525785,0.328083,top
L14,break,unigram,5,0.125,0.074547,0.219382,0.074547,0.780618,0.925453,0.144835,0.525226,0.371086,top
L14,computational,unigram,2,0.05,0.0,0.308839,0.0,0.691161,1.0,0.308839,0.525,0.412652,top
L15,affect,unigram,32,1.0,0.004439,0.972099,0.004439,0.027901,0.995561,0.96766,0.997781,0.988966,top
L15,sentiment,unigram,29,0.90625,0.003805,0.983513,0.003805,0.016487,0.996195,0.979708,0.951223,0.955271,top
L15,emotion,unigram,27,0.84375,0.020926,0.880786,0.020926,0.119214,0.979074,0.85986,0.911412,0.88918,top
L15,lexicon,unigram,26,0.8125,0.051997,0.968928,0.051997,0.031072,0.948003,0.916931,0.880251,0.88448,top
L15,lexicons,unigram,24,0.75,0.003171,0.970831,0.003171,0.029169,0.996829,0.96766,0.873415,0.889347,top
L15,connotation,unigram,24,0.75,0.005073,0.996195,0.005073,0.003805,0.994927,0.991122,0.872464,0.895815,top
L15,negative,unigram,17,0.53125,0.234623,0.98922,0.234623,0.01078,0.765377,0.754597,0.648314,0.668492,top
L15,affective,unigram,9,0.28125,0.008244,0.198478,0.008244,0.801522,0.991756,0.190235,0.636503,0.467097,top
L15,arousal,unigram,15,0.46875,0.235257,0.965758,0.235257,0.034242,0.764743,0.730501,0.616747,0.636073,top
L15,personality,unigram,8,0.25,0.02156,0.218136,0.02156,0.781864,0.97844,0.196576,0.61422,0.452505,top
L15,lexical,unigram,6,0.1875,0.018389,0.820545,0.018389,0.179455,0.981611,0.802156,0.584555,0.61013,top
L15,mood,unigram,6,0.1875,0.022194,0.185162,0.022194,0.814838,0.977806,0.162968,0.582653,0.417232,top
L15,evaluation,unigram,7,0.21875,0.063412,0.822448,0.063412,0.177552,0.936588,0.759036,0.577669,0.596187,top
L15,low,unigram,7,0.21875,0.072289,0.278377,0.072289,0.721623,0.927711,0.206088,0.57323,0.42764,top
L15,valence,unigram,12,0.375,0.233354,0.965124,0.233354,0.034876,0.766646,0.731769,0.570823,0.599524,top
L15,person,unigram,7,0.21875,0.083069,0.221306,0.083069,0.778694,0.916931,0.138237,0.56784,0.40405,top
L15,compute,unigram,5,0.15625,0.023462,0.668358,0.023462,0.331642,0.976538,0.644895,0.566394,0.54893,top
L15,fear,unigram,5,0.15625,0.040583,0.384274,0.040583,0.615726,0.959417,0.343691,0.557833,0.453432,top
L15,intensity,unigram,6,0.1875,0.072923,0.514902,0.072923,0.485098,0.927077,0.441978,0.557288,0.485717,top
L15,linguistic,unigram,4,0.125,0.012682,0.409639,0.012682,0.590361,0.987318,0.396956,0.556159,0.465282,top
L2,processing,unigram,16,0.761905,0.001574,0.828482,0.001574,0.171518,0.998426,0.826908,0.880166,0.852362,top
L2,language,unigram,15,0.714286,0.000787,0.959087,0.000787,0.040913,0.999213,0.958301,0.856749,0.872968,top
L2,token,unigram,21,1.0,0.316286,0.833989,0.316286,0.166011,0.683714,0.517703,0.841857,0.760425,top
L2,regular,unigram,13,0.619048,0.006294,0.278521,0.006294,0.721479,0.993706,0.272227,0.806377,0.627399,top
L2,pattern,unigram,13,0.619048,0.022817,0.246263,0.022817,0.753737,0.977183,0.223446,0.798115,0.607808,top
L2,basic,unigram,11,0.52381,0.003934,0.826908,0.003934,0.173092,0.996066,0.822974,0.759938,0.755236,top
L2,low,unigram,11,0.52381,0.033045,0.848151,0.033045,0.151849,0.966955,0.815106,0.745382,0.744142,top
L2,tokenization,unigram,19,0.904762,0.429583,0.999213,0.429583,0.000787,0.570417,0.56963,0.737589,0.703919,top
L2,expression,unigram,9,0.428571,0.008655,0.531078,0.008655,0.468922,0.991345,0.522423,0.709958,0.625559,top
L2,case,unigram,9,0.428571,0.029898,0.862313,0.029898,0.137687,0.970102,0.832415,0.699337,0.712184,top
L2,woodchuck,unigram,8,0.380952,0.014162,0.069237,0.014162,0.930763,0.985838,0.055075,0.683395,0.464655,top
L2,match,unigram,9,0.428571,0.118017,0.247836,0.118017,0.752164,0.881983,0.129819,0.655277,0.474969,top
L2,matches,unigram,7,0.333333,0.023603,0.200629,0.023603,0.799371,0.976397,0.177026,0.654865,0.47936,top
L2,cat,unigram,11,0.52381,0.217152,0.903226,0.217152,0.096774,0.782848,0.686074,0.653329,0.6502,top
L2,letter,unigram,6,0.285714,0.01967,0.844217,0.01967,0.155783,0.98033,0.824548,0.633022,0.655749,top
L2,type,unigram,8,0.380952,0.120378,0.495673,0.120378,0.504327,0.879622,0.375295,0.630287,0.528856,top
L2,character,unigram,10,0.47619,0.225806,0.732494,0.225806,0.267506,0.774194,0.506688,0.625192,0.574741,top
L2,expressions,unigram,5,0.238095,0.007081,0.171518,0.007081,0.828482,0.992919,0.164437,0.615507,0.442445,top
L2,error,unigram,7,0.333333,0.111723,0.132966,0.111723,0.867034,0.888277,0.021243,0.610805,0.406189,top
L2,disjunction,unigram,4,0.190476,0.018883,0.062943,0.018883,0.937057,0.981117,0.04406,0.585797,0.383744,top
L3,probability,unigram,34,1.0,0.011085,0.972288,0.011085,0.027712,0.988915,0.961203,0.994458,0.985036,top
L3,language,unigram,27,0.794118,0.000792,0.995249,0.000792,0.004751,0.999208,0.994458,0.896663,0.915747,top
L3,gram,unigram,27,0.794118,0.006334,0.835313,0.006334,0.164687,0.993666,0.828979,0.893892,0.86444,top
L3,language model,domain_phrase,26,0.764706,0.006334,0.996041,0.006334,0.003959,0.993666,0.989707,0.879186,0.900894,top
L3,bigram,unigram,25,0.735294,0.131433,0.947743,0.131433,0.052257,0.868567,0.81631,0.801931,0.799581,top
L3,modeling,unigram,17,0.5,0.004751,0.996041,0.004751,0.003959,0.995249,0.991291,0.747625,0.795962,top
L3,sentence,unigram,14,0.411765,0.011876,0.52019,0.011876,0.47981,0.988124,0.508314,0.699944,0.613637,top
L3,count,unigram,15,0.441176,0.098971,0.990499,0.098971,0.009501,0.901029,0.891528,0.671103,0.714238,top
L3,set,unigram,21,0.617647,0.284244,0.890736,0.284244,0.109264,0.715756,0.606492,0.666702,0.643733,top
L3,perplexity,unigram,19,0.558824,0.266825,0.58274,0.266825,0.41726,0.733175,0.315914,0.645999,0.538256,top
