document_id,term,term_type,frequency,frequency_score,first_position,last_position,distance_from_start,distance_from_end,earliness_score,persistence_score,relevance_score,extended_relevance_score,relevance_class,document_frequency,idf,phrase_boost,concept_weight
L12,substitute,unigram,1,0.015873,0.132921,0.132921,0.132921,0.867079,0.867079,0.0,0.441476,0.266473,medium,3,2.4469189829363254,1.0,0.6520378421399915
L12,substitution,unigram,1,0.015873,0.142195,0.142195,0.142195,0.857805,0.857805,0.0,0.436839,0.263691,medium,4,2.2237754316221157,1.0,0.5863895673398674
L12,suggest,unigram,1,0.015873,0.608449,0.608449,0.608449,0.391551,0.391551,0.0,0.203712,0.123814,medium,3,2.4469189829363254,1.0,0.3029628269532782
L12,summarization,unigram,1,0.015873,0.880474,0.880474,0.880474,0.119526,0.119526,0.0,0.0677,0.042207,medium,3,2.4469189829363254,1.0,0.1032771095127935
L12,supervise,unigram,3,0.047619,0.596084,0.699639,0.596084,0.300361,0.403916,0.103555,0.225767,0.171289,medium,5,2.041453874828161,1.0,0.3496785927654409
L12,supervised,unigram,3,0.047619,0.598145,0.976301,0.598145,0.023699,0.401855,0.378156,0.224737,0.253051,medium,7,1.7537718023763802,1.0,0.4437937083631454
L12,supervision,unigram,3,0.047619,0.600721,0.67594,0.600721,0.32406,0.399279,0.075219,0.223449,0.161397,medium,3,2.4469189829363254,1.0,0.3949253830889741
L12,support,unigram,2,0.031746,0.177743,0.450799,0.177743,0.549201,0.822257,0.273055,0.427001,0.341292,medium,5,2.041453874828161,1.0,0.6967318758478528
L12,symbol,unigram,1,0.015873,0.154044,0.154044,0.154044,0.845956,0.845956,0.0,0.430914,0.260136,medium,3,2.4469189829363254,1.0,0.6365317165451239
L12,syntactic,unigram,1,0.015873,0.609995,0.609995,0.609995,0.390005,0.390005,0.0,0.202939,0.123351,medium,5,2.041453874828161,1.0,0.2518153769139285
L12,syntax,unigram,1,0.015873,0.431736,0.431736,0.431736,0.568264,0.568264,0.0,0.292068,0.176828,medium,4,2.2237754316221157,1.0,0.3932257620228755
L12,take,unigram,4,0.063492,0.395157,0.739825,0.395157,0.260175,0.604843,0.344668,0.334167,0.31025,medium,11,1.3483066942682158,1.0,0.418312151896714
L12,technique,unigram,2,0.031746,0.251417,0.619784,0.251417,0.380216,0.748583,0.368367,0.390165,0.347783,medium,5,2.041453874828161,1.0,0.7099829529493624
L12,tell,unigram,1,0.015873,0.961875,0.961875,0.961875,0.038125,0.038125,0.0,0.026999,0.017787,bottom,6,1.8873031950009027,1.0,0.033569461929481056
L12,term,unigram,2,0.031746,0.089129,0.303967,0.089129,0.696033,0.910871,0.214838,0.471308,0.350411,medium,10,1.4353180712578455,1.0,0.5029512406675328
L12,test,unigram,4,0.063492,0.700155,0.940237,0.700155,0.059763,0.299845,0.240082,0.181669,0.187375,medium,9,1.5306282510621703,1.0,0.28680146854277416
L12,theoretic,unigram,1,0.015873,0.023699,0.023699,0.023699,0.976301,0.976301,0.0,0.496087,0.299239,top,2,2.734601055388106,1.0,0.8182992852132814
L12,thing,unigram,4,0.063492,0.034518,0.781041,0.034518,0.218959,0.965482,0.746522,0.514487,0.538998,top,7,1.7537718023763802,1.0,0.9452794939372642
L12,trend,unigram,1,0.015873,0.755796,0.755796,0.755796,0.244204,0.244204,0.0,0.130039,0.07961,medium,2,2.734601055388106,1.0,0.21770159001944714
L12,trip,unigram,1,0.015873,0.458527,0.458527,0.458527,0.541473,0.541473,0.0,0.278673,0.168791,medium,2,2.734601055388106,1.0,0.4615760467400138
L12,triple,unigram,1,0.015873,0.540443,0.540443,0.540443,0.459557,0.459557,0.0,0.237715,0.144216,medium,2,2.734601055388106,1.0,0.39437322580385115
L12,true,unigram,23,0.365079,0.077795,0.227718,0.077795,0.772282,0.922205,0.149923,0.643642,0.46767,top,5,2.041453874828161,1.0,0.9547267336408861
L12,turn,unigram,1,0.015873,0.445131,0.445131,0.445131,0.554869,0.554869,0.0,0.285371,0.17281,medium,7,1.7537718023763802,1.0,0.30306930516866226
L12,type,unigram,7,0.111111,0.410098,0.530654,0.410098,0.469346,0.589902,0.120556,0.350507,0.257582,medium,10,1.4353180712578455,1.0,0.36971209943073835
L12,unambiguous,unigram,1,0.015873,0.010304,0.010304,0.010304,0.989696,0.989696,0.0,0.502785,0.303258,top,3,2.4469189829363254,1.0,0.7420477569273042
L12,understand,unigram,3,0.047619,0.76507,0.941783,0.76507,0.058217,0.23493,0.176713,0.141275,0.142541,medium,3,2.4469189829363254,1.0,0.34878627874672674
L12,understanding,unigram,1,0.015873,0.873776,0.873776,0.873776,0.126224,0.126224,0.0,0.071048,0.044216,medium,5,2.041453874828161,1.0,0.09026492452940198
L12,unified,unigram,1,0.015873,0.522926,0.522926,0.522926,0.477074,0.477074,0.0,0.246473,0.149471,medium,2,2.734601055388106,1.0,0.4087435543499156
L12,unique,unigram,1,0.015873,0.037094,0.037094,0.037094,0.962906,0.962906,0.0,0.489389,0.295221,medium,3,2.4469189829363254,1.0,0.722381869061445
L12,unit,unigram,4,0.063492,0.463163,0.521896,0.463163,0.478104,0.536837,0.058733,0.300164,0.204068,medium,9,1.5306282510621703,1.0,0.31235224593775496
L12,united,unigram,7,0.111111,0.45492,0.696548,0.45492,0.303452,0.54508,0.241628,0.328095,0.280457,medium,2,2.734601055388106,1.0,0.7669380081909821
L12,universal,unigram,2,0.031746,0.117465,0.135497,0.117465,0.864503,0.882535,0.018032,0.45714,0.282868,medium,4,2.2237754316221157,1.0,0.6290349087920847
L12,unknown,unigram,1,0.015873,0.235446,0.235446,0.235446,0.764554,0.764554,0.0,0.390214,0.235716,medium,4,2.2237754316221157,1.0,0.5241794496402387
L12,unsupervised,unigram,5,0.079365,0.601236,0.797527,0.601236,0.202473,0.398764,0.196291,0.239064,0.210262,medium,2,2.734601055388106,1.0,0.574982687108014
L12,useful,unigram,2,0.031746,0.237506,0.904688,0.237506,0.095312,0.762494,0.667182,0.39712,0.441601,medium,12,1.2682639865946794,1.0,0.5600666447441971
L12,value,unigram,1,0.015873,0.974755,0.974755,0.974755,0.025245,0.025245,0.0,0.020559,0.013923,bottom,11,1.3483066942682158,1.0,0.018772474104296367
L12,variable,unigram,17,0.269841,0.019578,0.363215,0.019578,0.636785,0.980422,0.343637,0.625132,0.505154,top,5,2.041453874828161,1.0,1.031248590684945
L12,verb,unigram,5,0.079365,0.261206,0.735703,0.261206,0.264297,0.738794,0.474498,0.40908,0.395734,medium,8,1.6359887667199966,1.0,0.6474163786091711
L12,vertebrate,unigram,1,0.015873,0.591963,0.591963,0.591963,0.408037,0.408037,0.0,0.211955,0.12876,medium,2,2.734601055388106,1.0,0.35210723189177257
L12,vocabulary,unigram,2,0.031746,0.942813,0.960845,0.942813,0.039155,0.057187,0.018032,0.044467,0.035264,bottom,7,1.7537718023763802,1.0,0.06184500883900067
L12,waiter,unigram,1,0.015873,0.890778,0.890778,0.890778,0.109222,0.109222,0.0,0.062548,0.039116,medium,2,2.734601055388106,1.0,0.10696665488256116
L12,want,unigram,1,0.015873,0.393612,0.393612,0.393612,0.606388,0.606388,0.0,0.311131,0.188266,medium,10,1.4353180712578455,1.0,0.27022159200342954
L12,washington,unigram,1,0.015873,0.500258,0.500258,0.500258,0.499742,0.499742,0.0,0.257808,0.156272,medium,2,2.734601055388106,1.0,0.4273415761276101
L12,way,unigram,5,0.079365,0.148892,0.956208,0.148892,0.043792,0.851108,0.807316,0.465236,0.529273,medium,9,1.5306282510621703,1.0,0.810120206324428
L12,web,unigram,6,0.095238,0.552808,0.644513,0.552808,0.355487,0.447192,0.091705,0.271215,0.199764,medium,6,1.8873031950009027,1.0,0.37701523544616034
L12,wikipedia,unigram,4,0.063492,0.535806,0.55899,0.535806,0.44101,0.464194,0.023184,0.263843,0.17161,medium,5,2.041453874828161,1.0,0.35033389945926074
L12,wordnet,unigram,2,0.031746,0.578568,0.587326,0.578568,0.412674,0.421432,0.008758,0.226589,0.141756,medium,3,2.4469189829363254,1.0,0.3468654473451217
L12,work,unigram,1,0.015873,0.923751,0.923751,0.923751,0.076249,0.076249,0.0,0.046061,0.029224,bottom,11,1.3483066942682158,1.0,0.03940291483329434
L12,world,unigram,3,0.047619,0.027821,0.428645,0.027821,0.571355,0.972179,0.400824,0.509899,0.430949,top,6,1.8873031950009027,1.0,0.8133314245824441
L12,write,unigram,1,0.015873,0.595054,0.595054,0.595054,0.404946,0.404946,0.0,0.210409,0.127833,medium,7,1.7537718023763802,1.0,0.22418991081317982
L12,year,unigram,1,0.015873,0.40134,0.40134,0.40134,0.59866,0.59866,0.0,0.307267,0.185947,medium,5,2.041453874828161,1.0,0.3796022236626721
L12,york,unigram,5,0.079365,0.35085,0.405976,0.35085,0.594024,0.64915,0.055126,0.364258,0.243029,medium,6,1.8873031950009027,1.0,0.4586694081778744
L13,abstract,unigram,2,0.034483,0.465462,0.470626,0.465462,0.529374,0.534538,0.005165,0.284511,0.175704,medium,5,2.041453874828161,1.0,0.3586916116228072
L13,account,unigram,1,0.017241,0.022595,0.022595,0.022595,0.977405,0.977405,0.0,0.497323,0.300118,top,3,2.4469189829363254,1.0,0.7343644313208841
L13,acl,unigram,1,0.017241,0.93286,0.93286,0.93286,0.06714,0.06714,0.0,0.042191,0.027039,bottom,3,2.4469189829363254,1.0,0.06616224237961531
L13,add,unigram,2,0.034483,0.63654,0.863783,0.63654,0.136217,0.36346,0.227243,0.198972,0.191004,medium,12,1.2682639865946794,1.0,0.24224349449553015
L13,additional,unigram,1,0.017241,0.89348,0.89348,0.89348,0.10652,0.10652,0.0,0.061881,0.038853,bottom,3,2.4469189829363254,1.0,0.09507014324402505
L13,adjective,unigram,3,0.051724,0.265978,0.892834,0.265978,0.107166,0.734022,0.626856,0.392873,0.428953,medium,7,1.7537718023763802,1.0,0.7522856759447554
L13,adjectives,unigram,1,0.017241,0.693351,0.693351,0.693351,0.306649,0.306649,0.0,0.161945,0.098891,medium,3,2.4469189829363254,1.0,0.24197826514155618
L13,advantage,unigram,1,0.017241,0.281472,0.281472,0.281472,0.718528,0.718528,0.0,0.367885,0.222455,medium,4,2.2237754316221157,1.0,0.49468996364149775
L13,adverb,unigram,1,0.017241,0.266624,0.266624,0.266624,0.733376,0.733376,0.0,0.375309,0.226909,medium,3,2.4469189829363254,1.0,0.5552279394990987
L13,affect,unigram,1,0.017241,0.799871,0.799871,0.799871,0.200129,0.200129,0.0,0.108685,0.066935,medium,5,2.041453874828161,1.0,0.13664471511162296
L13,algorithm,unigram,7,0.12069,0.416398,0.977405,0.416398,0.022595,0.583602,0.561007,0.352146,0.391659,medium,9,1.5306282510621703,1.0,0.5994843301827585
L13,ambiguity,unigram,1,0.017241,0.582311,0.582311,0.582311,0.417689,0.417689,0.0,0.217465,0.132203,medium,5,2.041453874828161,1.0,0.2698863266139074
L13,animal,unigram,1,0.017241,0.058748,0.058748,0.058748,0.941252,0.941252,0.0,0.479247,0.289272,medium,3,2.4469189829363254,1.0,0.7078251480319566
L13,answer,unigram,1,0.017241,0.390575,0.390575,0.390575,0.609425,0.609425,0.0,0.313333,0.189724,medium,10,1.4353180712578455,1.0,0.2723142857513235
L13,answering,unigram,1,0.017241,0.249193,0.249193,0.249193,0.750807,0.750807,0.0,0.384024,0.232139,medium,3,2.4469189829363254,1.0,0.5680253257798556
L13,antonym,unigram,1,0.017241,0.176243,0.176243,0.176243,0.823757,0.823757,0.0,0.420499,0.254024,medium,2,2.734601055388106,1.0,0.6946542984939084
L13,appear,unigram,1,0.017241,0.012912,0.012912,0.012912,0.987088,0.987088,0.0,0.502165,0.303023,top,8,1.6359887667199966,1.0,0.4957422240577935
L13,application,unigram,2,0.034483,0.054229,0.581666,0.054229,0.418334,0.945771,0.527437,0.490127,0.455756,top,5,2.041453874828161,1.0,0.9304048521761834
L13,applications,unigram,1,0.017241,0.244028,0.244028,0.244028,0.755972,0.755972,0.0,0.386606,0.233688,medium,3,2.4469189829363254,1.0,0.571815603284424
L13,apply,unigram,1,0.017241,0.918012,0.918012,0.918012,0.081988,0.081988,0.0,0.049615,0.031493,bottom,9,1.5306282510621703,1.0,0.048204075510700925
L13,apricot,unigram,2,0.034483,0.785668,0.963848,0.785668,0.036152,0.214332,0.178179,0.124407,0.131546,medium,2,2.734601055388106,1.0,0.3597258304320838
L13,arabic,unigram,1,0.017241,0.260168,0.260168,0.260168,0.739832,0.739832,0.0,0.378537,0.228846,medium,4,2.2237754316221157,1.0,0.5089021124249946
L13,argument,unigram,1,0.017241,0.931569,0.931569,0.931569,0.068431,0.068431,0.0,0.042836,0.027426,bottom,6,1.8873031950009027,1.0,0.051761177426094755
L13,art,unigram,1,0.017241,0.628793,0.628793,0.628793,0.371207,0.371207,0.0,0.194224,0.118259,medium,3,2.4469189829363254,1.0,0.2893701920030669
L13,article,unigram,2,0.034483,0.355068,0.355713,0.355068,0.644287,0.644932,0.000646,0.339707,0.207466,medium,6,1.8873031950009027,1.0,0.39155124465405733
L13,aspect,unigram,3,0.051724,0.029697,0.25694,0.029697,0.74306,0.970303,0.227243,0.511014,0.379954,top,6,1.8873031950009027,1.0,0.717088398153373
L13,assign,unigram,2,0.034483,0.357005,0.89929,0.357005,0.10071,0.642995,0.542285,0.338739,0.369377,medium,8,1.6359887667199966,1.0,0.6042966226847322
L13,associate,unigram,1,0.017241,0.484183,0.484183,0.484183,0.515817,0.515817,0.0,0.266529,0.161642,medium,5,2.041453874828161,1.0,0.32998468723497365
L13,assume,unigram,1,0.017241,0.899935,0.899935,0.899935,0.100065,0.100065,0.0,0.058653,0.036916,bottom,5,2.041453874828161,1.0,0.0753623112431564
L13,attend,unigram,1,0.017241,0.900581,0.900581,0.900581,0.099419,0.099419,0.0,0.05833,0.036722,bottom,3,2.4469189829363254,1.0,0.08985575889138774
L13,author,unigram,2,0.034483,0.091672,0.095546,0.091672,0.904454,0.908328,0.003873,0.471405,0.287454,medium,5,2.041453874828161,1.0,0.5868240821348543
L13,automatic,unigram,2,0.034483,0.395739,0.914138,0.395739,0.085862,0.604261,0.518399,0.319372,0.350591,medium,4,2.2237754316221157,1.0,0.7796356523478292
L13,automobile,unigram,1,0.017241,0.127179,0.127179,0.127179,0.872821,0.872821,0.0,0.445031,0.268743,medium,2,2.734601055388106,1.0,0.7349048914281658
L13,available,unigram,1,0.017241,0.258877,0.258877,0.258877,0.741123,0.741123,0.0,0.379182,0.229234,medium,6,1.8873031950009027,1.0,0.43263406060283693
L13,avoid,unigram,1,0.017241,0.901227,0.901227,0.901227,0.098773,0.098773,0.0,0.058007,0.036529,bottom,5,2.041453874828161,1.0,0.0745722685935979
L13,basic,unigram,1,0.017241,0.455132,0.455132,0.455132,0.544868,0.544868,0.0,0.281055,0.170357,medium,6,1.8873031950009027,1.0,0.3215153103907688
L13,beautiful,unigram,1,0.017241,0.099419,0.099419,0.099419,0.900581,0.900581,0.0,0.458911,0.277071,medium,3,2.4469189829363254,1.0,0.6779702895211507
L13,believe,unigram,2,0.034483,0.672692,0.99419,0.672692,0.00581,0.327308,0.321498,0.180895,0.208435,medium,2,2.734601055388106,1.0,0.56998657097982
L13,belong,unigram,1,0.017241,0.073596,0.073596,0.073596,0.926404,0.926404,0.0,0.471823,0.284818,medium,2,2.734601055388106,1.0,0.7788636033935297
L13,bias,unigram,1,0.017241,0.857973,0.857973,0.857973,0.142027,0.142027,0.0,0.079634,0.049505,medium,6,1.8873031950009027,1.0,0.09343094466851969
L13,bicycle,unigram,1,0.017241,0.411233,0.411233,0.411233,0.588767,0.588767,0.0,0.303004,0.183527,medium,2,2.734601055388106,1.0,0.501873127892213
L13,big,unigram,6,0.103448,0.126533,0.161394,0.126533,0.838606,0.873467,0.034861,0.488458,0.313878,top,6,1.8873031950009027,1.0,0.5923829522404933
L13,binary,unigram,2,0.034483,0.177534,0.368625,0.177534,0.631375,0.822466,0.191091,0.428474,0.31786,medium,7,1.7537718023763802,1.0,0.5574539051033561
L13,bird,unigram,1,0.017241,0.295675,0.295675,0.295675,0.704325,0.704325,0.0,0.360783,0.218194,medium,3,2.4469189829363254,1.0,0.5339030405628086
L13,board,unigram,1,0.017241,0.789542,0.789542,0.789542,0.210458,0.210458,0.0,0.11385,0.070034,medium,3,2.4469189829363254,1.0,0.17136752405096262
L13,bottle,unigram,1,0.017241,0.729503,0.729503,0.729503,0.270497,0.270497,0.0,0.143869,0.088046,medium,2,2.734601055388106,1.0,0.2407706845227012
L13,breakfast,unigram,2,0.034483,0.112976,0.11685,0.112976,0.88315,0.887024,0.003873,0.460753,0.281062,medium,2,2.734601055388106,1.0,0.7685924418294918
L13,budget,unigram,1,0.017241,0.449968,0.449968,0.449968,0.550032,0.550032,0.0,0.283637,0.171906,medium,2,2.734601055388106,1.0,0.4700943290275478
L13,build,unigram,2,0.034483,0.704325,0.723047,0.704325,0.276953,0.295675,0.018722,0.165079,0.108112,medium,10,1.4353180712578455,1.0,0.1551751073198282
L13,building,unigram,3,0.051724,0.07295,0.088444,0.07295,0.911556,0.92705,0.015494,0.489387,0.303453,top,4,2.2237754316221157,1.0,0.6748113260520258
L13,burch,unigram,1,0.017241,0.891543,0.891543,0.891543,0.108457,0.108457,0.0,0.062849,0.039434,bottom,2,2.734601055388106,1.0,0.10783625801817456
L13,call,unigram,2,0.034483,0.698515,0.717237,0.698515,0.282763,0.301485,0.018722,0.167984,0.109855,medium,11,1.3483066942682158,1.0,0.14811823189883483
L13,callison,unigram,1,0.017241,0.890897,0.890897,0.890897,0.109103,0.109103,0.0,0.063172,0.039627,bottom,2,2.734601055388106,1.0,0.1083640360218645
L13,car,unigram,6,0.103448,0.127824,0.412524,0.127824,0.587476,0.872176,0.2847,0.487812,0.388442,top,7,1.7537718023763802,1.0,0.6812386264586859
L13,care,unigram,1,0.017241,0.056165,0.056165,0.056165,0.943835,0.943835,0.0,0.480538,0.290047,medium,4,2.2237754316221157,1.0,0.6449993926156998
L13,category,unigram,1,0.017241,0.26275,0.26275,0.26275,0.73725,0.73725,0.0,0.377246,0.228072,medium,5,2.041453874828161,1.0,0.4655984681398084
L13,cause,unigram,1,0.017241,0.052937,0.052937,0.052937,0.947063,0.947063,0.0,0.482152,0.291015,medium,9,1.5306282510621703,1.0,0.44543578048285754
L13,cell,unigram,2,0.034483,0.748225,0.912201,0.748225,0.087799,0.251775,0.163977,0.143129,0.138519,medium,4,2.2237754316221157,1.0,0.30803514901286383
L13,child,unigram,1,0.017241,0.518399,0.518399,0.518399,0.481601,0.481601,0.0,0.249421,0.151377,medium,6,1.8873031950009027,1.0,0.28569429574965166
L13,choice,unigram,2,0.034483,0.668173,0.989671,0.668173,0.010329,0.331827,0.321498,0.183155,0.209791,medium,2,2.734601055388106,1.0,0.5736946900109262
L13,chris,unigram,1,0.017241,0.890252,0.890252,0.890252,0.109748,0.109748,0.0,0.063495,0.039821,bottom,3,2.4469189829363254,1.0,0.09743876081950742
L13,church,unigram,1,0.017241,0.83215,0.83215,0.83215,0.16785,0.16785,0.0,0.092546,0.057252,medium,3,2.4469189829363254,1.0,0.1400910056110705
L13,city,unigram,3,0.051724,0.231117,0.233054,0.231117,0.766946,0.768883,0.001937,0.410304,0.251936,medium,3,2.4469189829363254,1.0,0.616466980885046
L13,class,unigram,5,0.086207,0.208522,0.415107,0.208522,0.584893,0.791478,0.206585,0.438843,0.333902,medium,9,1.5306282510621703,1.0,0.5110798342861608
L13,classification,unigram,1,0.017241,0.930278,0.930278,0.930278,0.069722,0.069722,0.0,0.043482,0.027813,bottom,11,1.3483066942682158,1.0,0.037500454087681885
L13,close,unigram,3,0.051724,0.461588,0.992253,0.461588,0.007747,0.538412,0.530665,0.295068,0.341413,medium,7,1.7537718023763802,1.0,0.5987604923647272
L13,cluster,unigram,1,0.017241,0.399613,0.399613,0.399613,0.600387,0.600387,0.0,0.308814,0.187013,medium,2,2.734601055388106,1.0,0.511405947171296
L13,cold,unigram,1,0.017241,0.175597,0.175597,0.175597,0.824403,0.824403,0.0,0.420822,0.254217,medium,5,2.041453874828161,1.0,0.5189722796971907
L13,column,unigram,2,0.034483,0.753389,0.845707,0.753389,0.154293,0.246611,0.092318,0.140547,0.115472,medium,3,2.4469189829363254,1.0,0.2825506287976234
L13,combination,unigram,1,0.017241,0.88315,0.88315,0.88315,0.11685,0.11685,0.0,0.067045,0.041951,bottom,4,2.2237754316221157,1.0,0.09328960313197938
L13,common,unigram,8,0.137931,0.549387,0.920594,0.549387,0.079406,0.450613,0.371207,0.294272,0.301719,medium,13,1.1941560144409573,1.0,0.36029955852111123
L13,commonality,unigram,3,0.051724,0.589413,0.607489,0.589413,0.392511,0.410587,0.018076,0.231156,0.149289,medium,2,2.734601055388106,1.0,0.408245856957835
L13,company,unigram,1,0.017241,0.715946,0.715946,0.715946,0.284054,0.284054,0.0,0.150648,0.092113,medium,4,2.2237754316221157,1.0,0.20483862633300795
L13,compute,unigram,4,0.068966,0.384764,0.939316,0.384764,0.060684,0.615236,0.554551,0.342101,0.378522,medium,10,1.4353180712578455,1.0,0.5432994669686623
L13,computing,unigram,1,0.017241,0.840542,0.840542,0.840542,0.159458,0.159458,0.0,0.08835,0.054734,medium,6,1.8873031950009027,1.0,0.10329965307517941
L13,concept,unigram,9,0.155172,0.276307,0.621046,0.276307,0.378954,0.723693,0.344739,0.439433,0.382598,medium,5,2.041453874828161,1.0,0.7810561696015048
L13,conjunction,unigram,1,0.017241,0.118786,0.118786,0.118786,0.881214,0.881214,0.0,0.449228,0.271261,medium,3,2.4469189829363254,1.0,0.6637536902302905
L13,connect,unigram,1,0.017241,0.469981,0.469981,0.469981,0.530019,0.530019,0.0,0.27363,0.165902,medium,4,2.2237754316221157,1.0,0.36892879165697223
L13,connection,unigram,1,0.017241,0.688832,0.688832,0.688832,0.311168,0.311168,0.0,0.164205,0.100247,medium,2,2.734601055388106,1.0,0.27413555199949147
L13,consider,unigram,1,0.017241,0.149128,0.149128,0.149128,0.850872,0.850872,0.0,0.434056,0.262158,medium,7,1.7537718023763802,1.0,0.4597653081673871
L13,contain,unigram,1,0.017241,0.622983,0.622983,0.622983,0.377017,0.377017,0.0,0.197129,0.120002,medium,5,2.041453874828161,1.0,0.244978547887129
L13,content,unigram,9,0.155172,0.473209,0.573273,0.473209,0.426727,0.526791,0.100065,0.340982,0.250126,medium,6,1.8873031950009027,1.0,0.4720635989527958
L13,context,unigram,15,0.258621,0.735313,0.947708,0.735313,0.052292,0.264687,0.212395,0.261654,0.246573,medium,8,1.6359887667199966,1.0,0.4033906581764497
L13,contexts,unigram,3,0.051724,0.426081,0.9051,0.426081,0.0949,0.573919,0.479019,0.312821,0.336571,medium,2,2.734601055388106,1.0,0.9203874118130303
L13,correspond,unigram,1,0.017241,0.311814,0.311814,0.311814,0.688186,0.688186,0.0,0.352714,0.213352,medium,5,2.041453874828161,1.0,0.4355482671023379
L13,cosine,unigram,4,0.068966,0.93867,0.961911,0.93867,0.038089,0.06133,0.023241,0.065148,0.052957,bottom,4,2.2237754316221157,1.0,0.11776447553241237
L13,cosine similarity,domain_phrase,1,0.017241,0.950291,0.950291,0.950291,0.049709,0.049709,0.0,0.033475,0.021809,bottom,2,2.734601055388106,1.25,0.07454864302119901
L13,cost,unigram,1,0.017241,0.468044,0.468044,0.468044,0.531956,0.531956,0.0,0.274599,0.166483,medium,4,2.2237754316221157,1.0,0.37022080518274464
L13,couch,unigram,1,0.017241,0.125242,0.125242,0.125242,0.874758,0.874758,0.0,0.446,0.269324,medium,3,2.4469189829363254,1.0,0.659014008160343
L13,count,unigram,11,0.189655,0.508715,0.934797,0.508715,0.065203,0.491285,0.426081,0.34047,0.351072,medium,11,1.3483066942682158,1.0,0.47335272777013104
L13,dark,unigram,1,0.017241,0.169787,0.169787,0.169787,0.830213,0.830213,0.0,0.423727,0.25596,medium,2,2.734601055388106,1.0,0.6999484861371397
L13,database,unigram,3,0.051724,0.255003,0.353777,0.255003,0.646223,0.744997,0.098773,0.39836,0.273821,medium,2,2.734601055388106,1.0,0.7487911955874266
L13,datum,unigram,5,0.086207,0.802453,0.963202,0.802453,0.036798,0.197547,0.160749,0.141877,0.141971,medium,12,1.2682639865946794,1.0,0.18005670644083324
L13,define,unigram,6,0.103448,0.176888,0.875403,0.176888,0.124597,0.823112,0.698515,0.46328,0.497867,medium,9,1.5306282510621703,1.0,0.7620492954715695
L13,definition,unigram,5,0.086207,0.31827,0.599096,0.31827,0.400904,0.68173,0.280826,0.383969,0.32325,medium,7,1.7537718023763802,1.0,0.5669067351181649
L13,denote,unigram,3,0.051724,0.189154,0.21175,0.189154,0.78825,0.810846,0.022595,0.431285,0.270722,medium,4,2.2237754316221157,1.0,0.6020249323996024
L13,dependency,unigram,3,0.051724,0.904454,0.918657,0.904454,0.081343,0.095546,0.014203,0.073635,0.053614,bottom,7,1.7537718023763802,1.0,0.09402672141260725
L13,describe,unigram,1,0.017241,0.609425,0.609425,0.609425,0.390575,0.390575,0.0,0.203908,0.124069,medium,3,2.4469189829363254,1.0,0.30358679129392696
L13,design,unigram,1,0.017241,0.630084,0.630084,0.630084,0.369916,0.369916,0.0,0.193579,0.117871,medium,3,2.4469189829363254,1.0,0.2884207874376876
L13,detection,unigram,3,0.051724,0.398321,0.985152,0.398321,0.014848,0.601679,0.58683,0.326701,0.377242,medium,2,2.734601055388106,1.0,1.03160637133672
L13,development,unigram,1,0.017241,0.259522,0.259522,0.259522,0.740478,0.740478,0.0,0.37886,0.22904,medium,2,2.734601055388106,1.0,0.6263330257260918
L13,dictionary,unigram,1,0.017241,0.257586,0.257586,0.257586,0.742414,0.742414,0.0,0.379828,0.229621,medium,5,2.041453874828161,1.0,0.4687606801919172
L13,differ,unigram,1,0.017241,0.327308,0.327308,0.327308,0.672692,0.672692,0.0,0.344967,0.208704,medium,4,2.2237754316221157,1.0,0.46411082768126205
L13,difference,unigram,4,0.068966,0.588121,0.594577,0.588121,0.405423,0.411879,0.006456,0.240422,0.153087,medium,5,2.041453874828161,1.0,0.31252004933581873
L13,digital,unigram,3,0.051724,0.796643,0.970949,0.796643,0.029051,0.203357,0.174306,0.127541,0.133989,medium,2,2.734601055388106,1.0,0.36640646081039696
L13,direction,unigram,2,0.034483,0.95481,0.956746,0.95481,0.043254,0.04519,0.001937,0.039837,0.027931,bottom,4,2.2237754316221157,1.0,0.06211227158063731
L13,discrete,unigram,1,0.017241,0.028405,0.028405,0.028405,0.971595,0.971595,0.0,0.494418,0.298375,top,2,2.734601055388106,1.0,0.8159365899014261
L13,distance,unigram,2,0.034483,0.371853,0.459651,0.371853,0.540349,0.628147,0.087799,0.331315,0.228577,medium,8,1.6359887667199966,1.0,0.3739494043305567
L13,distinct,unigram,2,0.034483,0.038089,0.480955,0.038089,0.519045,0.961911,0.442866,0.498197,0.435226,top,4,2.2237754316221157,1.0,0.9678448860031669
L13,distinguish,unigram,1,0.017241,0.402841,0.402841,0.402841,0.597159,0.597159,0.0,0.3072,0.186044,medium,5,2.041453874828161,1.0,0.3798002446885304
L13,distributional,unigram,8,0.137931,0.422853,0.999354,0.422853,0.000646,0.577147,0.576501,0.357539,0.401267,medium,2,2.734601055388106,1.0,1.0973051616924192
L13,doctor,unigram,1,0.017241,0.710136,0.710136,0.710136,0.289864,0.289864,0.0,0.153553,0.093856,medium,2,2.734601055388106,1.0,0.25665871665450607
L13,dot,unigram,1,0.017241,0.940607,0.940607,0.940607,0.059393,0.059393,0.0,0.038317,0.024714,bottom,4,2.2237754316221157,1.0,0.054958386017108965
L13,draw,unigram,1,0.017241,0.624919,0.624919,0.624919,0.375081,0.375081,0.0,0.196161,0.119421,medium,6,1.8873031950009027,1.0,0.2253836348502028
L13,drink,unigram,4,0.068966,0.919948,0.934151,0.919948,0.065849,0.080052,0.014203,0.074509,0.055863,bottom,2,2.734601055388106,1.0,0.1527630187571458
