document_id,term,term_type,frequency,frequency_score,first_position,last_position,distance_from_start,distance_from_end,earliness_score,persistence_score,relevance_score,extended_relevance_score,relevance_class,document_frequency,idf,phrase_boost,concept_weight
L15,nrc,unigram,7,0.21875,0.358275,0.935954,0.358275,0.064046,0.641725,0.577679,0.430237,0.453321,medium,2,2.734601055388106,1.0,1.2396520850295916
L15,object,unigram,3,0.09375,0.092581,0.21116,0.092581,0.78884,0.907419,0.11858,0.500585,0.3453,medium,8,1.6359887667199966,1.0,0.5649069211484148
L15,observation,unigram,2,0.0625,0.873177,0.876982,0.873177,0.123018,0.126823,0.003805,0.094662,0.064188,bottom,3,2.4469189829363254,1.0,0.15706283567671683
L15,obtain,unigram,1,0.03125,0.93215,0.93215,0.93215,0.06785,0.06785,0.0,0.04955,0.032855,bottom,3,2.4469189829363254,1.0,0.08039352318437297
L15,occur,unigram,2,0.0625,0.719087,0.773621,0.719087,0.226379,0.280913,0.054534,0.171707,0.125634,medium,8,1.6359887667199966,1.0,0.20553581271810004
L15,ogilvie,unigram,2,0.0625,0.293595,0.438174,0.293595,0.561826,0.706405,0.144578,0.384452,0.280295,medium,2,2.734601055388106,1.0,0.7664950028200093
L15,online,unigram,2,0.0625,0.709575,0.726696,0.709575,0.273304,0.290425,0.017121,0.176462,0.117264,medium,4,2.2237754316221157,1.0,0.2607688022137358
L15,organize,unigram,1,0.03125,0.552315,0.552315,0.552315,0.447685,0.447685,0.0,0.239468,0.146806,medium,3,2.4469189829363254,1.0,0.35922238820895014
L15,orientation,unigram,2,0.0625,0.431833,0.694356,0.431833,0.305644,0.568167,0.262524,0.315334,0.274207,medium,2,2.734601055388106,1.0,0.7498467515948064
L15,overstated,unigram,1,0.03125,0.42676,0.42676,0.42676,0.57324,0.57324,0.0,0.302245,0.184472,medium,2,2.734601055388106,1.0,0.5044573258895547
L15,pain,unigram,1,0.03125,0.428662,0.428662,0.428662,0.571338,0.571338,0.0,0.301294,0.183901,medium,2,2.734601055388106,1.0,0.5028958686869281
L15,pair,unigram,2,0.0625,0.248573,0.37286,0.248573,0.62714,0.751427,0.124287,0.406963,0.287714,medium,8,1.6359887667199966,1.0,0.47069687202807714
L15,passive,unigram,1,0.03125,0.426126,0.426126,0.426126,0.573874,0.573874,0.0,0.302562,0.184662,medium,2,2.734601055388106,1.0,0.5049769000900785
L15,pattern,unigram,1,0.03125,0.318326,0.318326,0.318326,0.681674,0.681674,0.0,0.356462,0.217002,medium,4,2.2237754316221157,1.0,0.48256371621286237
L15,paul,unigram,1,0.03125,0.30818,0.30818,0.30818,0.69182,0.69182,0.0,0.361535,0.220046,medium,3,2.4469189829363254,1.0,0.5384347345192066
L15,person,unigram,7,0.21875,0.083069,0.221306,0.083069,0.778694,0.916931,0.138237,0.56784,0.40405,top,7,1.7537718023763802,1.0,0.7086114967501764
L15,personality,unigram,8,0.25,0.02156,0.218136,0.02156,0.781864,0.97844,0.196576,0.61422,0.452505,top,2,2.734601055388106,1.0,1.237420650568395
L15,philip,unigram,2,0.0625,0.289157,0.433735,0.289157,0.566265,0.710843,0.144578,0.386672,0.281627,medium,3,2.4469189829363254,1.0,0.6891184524074085
L15,phrase,unigram,2,0.0625,0.311351,0.486367,0.311351,0.513633,0.688649,0.175016,0.375575,0.2841,medium,7,1.7537718023763802,1.0,0.49824656905512965
L15,pilot,unigram,1,0.03125,0.032974,0.032974,0.032974,0.967026,0.967026,0.0,0.499138,0.302608,medium,2,2.734601055388106,1.0,0.827512156168884
L15,pleasantness,unigram,2,0.0625,0.259987,0.512999,0.259987,0.487001,0.740013,0.253012,0.401256,0.322907,medium,2,2.734601055388106,1.0,0.8830218229922072
L15,pleasure,unigram,7,0.21875,0.271401,0.536462,0.271401,0.463538,0.728599,0.26506,0.473674,0.385598,medium,2,2.734601055388106,1.0,1.054456697755543
L15,point,unigram,2,0.0625,0.257451,0.93532,0.257451,0.06468,0.742549,0.677869,0.402525,0.451126,medium,9,1.5306282510621703,1.0,0.6905062003886726
L15,polarity,unigram,6,0.1875,0.310717,0.729233,0.310717,0.270767,0.689283,0.418516,0.438392,0.40734,medium,2,2.734601055388106,1.0,1.1139123939017912
L15,political,unigram,8,0.25,0.78123,0.825618,0.78123,0.174382,0.21877,0.044388,0.234385,0.178947,medium,2,2.734601055388106,1.0,0.4893486550585354
L15,pos,unigram,1,0.03125,0.638554,0.638554,0.638554,0.361446,0.361446,0.0,0.196348,0.120934,medium,6,1.8873031950009027,1.0,0.22823912458423917
L15,positiv,unigram,2,0.0625,0.28662,0.421687,0.28662,0.578313,0.71338,0.135067,0.38794,0.279534,medium,2,2.734601055388106,1.0,0.7644139714168589
L15,positive,unigram,8,0.25,0.233989,0.852885,0.233989,0.147115,0.766011,0.618897,0.508006,0.515472,medium,8,1.6359887667199966,1.0,0.8433064015586902
L15,power,unigram,1,0.03125,0.998098,0.998098,0.998098,0.001902,0.001902,0.0,0.016576,0.013071,bottom,3,2.4469189829363254,1.0,0.03198367802596071
L15,powerful,unigram,1,0.03125,0.549144,0.549144,0.549144,0.450856,0.450856,0.0,0.241053,0.147757,medium,5,2.041453874828161,1.0,0.3016391001829846
L15,pre,unigram,1,0.03125,0.610019,0.610019,0.610019,0.389981,0.389981,0.0,0.210615,0.129494,medium,5,2.041453874828161,1.0,0.26435602806699793
L15,predicate,unigram,1,0.03125,0.976538,0.976538,0.976538,0.023462,0.023462,0.0,0.027356,0.019539,bottom,4,2.2237754316221157,1.0,0.04345034815846452
L15,predict,unigram,4,0.125,0.693088,0.940393,0.693088,0.059607,0.306912,0.247305,0.215956,0.216265,medium,8,1.6359887667199966,1.0,0.3538071106347001
L15,press,unigram,2,0.0625,0.2974,0.441978,0.2974,0.558022,0.7026,0.144578,0.38255,0.279153,medium,2,2.734601055388106,1.0,0.763372088414756
L15,previous,unigram,1,0.03125,0.804692,0.804692,0.804692,0.195308,0.195308,0.0,0.113279,0.071092,bottom,7,1.7537718023763802,1.0,0.12467914497454162
L15,prior,unigram,4,0.125,0.77045,0.817375,0.77045,0.182625,0.22955,0.046925,0.177275,0.132942,medium,4,2.2237754316221157,1.0,0.2956331534307073
L15,probability,unigram,1,0.03125,0.649968,0.649968,0.649968,0.350032,0.350032,0.0,0.190641,0.11751,medium,10,1.4353180712578455,1.0,0.16866422655350943
L15,proc,unigram,1,0.03125,0.313887,0.313887,0.313887,0.686113,0.686113,0.0,0.358681,0.218334,medium,3,2.4469189829363254,1.0,0.5342456092204196
L15,processing,unigram,1,0.03125,0.001268,0.001268,0.001268,0.998732,0.998732,0.0,0.514991,0.31212,top,11,1.3483066942682158,1.0,0.42083348541499555
L15,product,unigram,1,0.03125,0.027267,0.027267,0.027267,0.972733,0.972733,0.0,0.501992,0.30432,medium,7,1.7537718023763802,1.0,0.53370783489918
L15,propagation,unigram,6,0.1875,0.622067,0.668992,0.622067,0.331008,0.377933,0.046925,0.282716,0.202457,medium,2,2.734601055388106,1.0,0.5536391258707098
L15,propose,unigram,1,0.03125,0.62714,0.62714,0.62714,0.37286,0.37286,0.0,0.202055,0.124358,medium,2,2.734601055388106,1.0,0.3400695180459541
L15,proud,unigram,3,0.09375,0.068484,0.183893,0.068484,0.816107,0.931516,0.115409,0.512633,0.351577,top,2,2.734601055388106,1.0,0.9614228352501841
L15,provoke,unigram,2,0.0625,0.263158,0.51617,0.263158,0.48383,0.736842,0.253012,0.399671,0.321956,medium,2,2.734601055388106,1.0,0.8804212173885332
L15,random,unigram,2,0.0625,0.650602,0.67026,0.650602,0.32974,0.349398,0.019658,0.205949,0.135717,medium,8,1.6359887667199966,1.0,0.2220314874529378
L15,rating,unigram,3,0.09375,0.450856,0.48383,0.450856,0.51617,0.549144,0.032974,0.321447,0.212135,medium,2,2.734601055388106,1.0,0.5801045948847559
L15,ratio,unigram,7,0.21875,0.768548,0.815472,0.768548,0.184528,0.231452,0.046925,0.225101,0.171013,medium,3,2.4469189829363254,1.0,0.4184549560288898
L15,raw,unigram,1,0.03125,0.736208,0.736208,0.736208,0.263792,0.263792,0.0,0.147521,0.091638,medium,7,1.7537718023763802,1.0,0.16071214042616672
L15,real,unigram,2,0.0625,0.393786,0.90298,0.393786,0.09702,0.606214,0.509195,0.334357,0.359623,medium,6,1.8873031950009027,1.0,0.6787176368958097
L15,reckless,unigram,3,0.09375,0.103361,0.223209,0.103361,0.776791,0.896639,0.119848,0.495195,0.342446,medium,2,2.734601055388106,1.0,0.9364531930134353
L15,recognize,unigram,1,0.03125,0.309448,0.309448,0.309448,0.690552,0.690552,0.0,0.360901,0.219666,medium,3,2.4469189829363254,1.0,0.5375049053056908
L15,refer,unigram,1,0.03125,0.446417,0.446417,0.446417,0.553583,0.553583,0.0,0.292416,0.178575,medium,5,2.041453874828161,1.0,0.3645526256974389
L15,regression,unigram,4,0.125,0.755866,0.958782,0.755866,0.041218,0.244134,0.202917,0.184567,0.184115,medium,5,2.041453874828161,1.0,0.37586228016398693
L15,relevant,unigram,1,0.03125,0.019658,0.019658,0.019658,0.980342,0.980342,0.0,0.505796,0.306603,medium,4,2.2237754316221157,1.0,0.6818162186616356
L15,rely,unigram,1,0.03125,0.596703,0.596703,0.596703,0.403297,0.403297,0.0,0.217274,0.133489,medium,3,2.4469189829363254,1.0,0.32663676811318715
L15,represent,unigram,2,0.0625,0.056436,0.612555,0.056436,0.387445,0.943564,0.556119,0.503032,0.474905,medium,9,1.5306282510621703,1.0,0.72690300957068
L15,research,unigram,3,0.09375,0.433101,0.476221,0.433101,0.523779,0.566899,0.04312,0.330325,0.220506,medium,6,1.8873031950009027,1.0,0.41616167831686907
L15,resource,unigram,1,0.03125,0.055802,0.055802,0.055802,0.944198,0.944198,0.0,0.487724,0.295759,medium,4,2.2237754316221157,1.0,0.6577015978811253
L15,response,unigram,2,0.0625,0.17565,0.177552,0.17565,0.822448,0.82435,0.001902,0.443425,0.272876,medium,2,2.734601055388106,1.0,0.7462069975900849
L15,review,unigram,6,0.1875,0.710209,0.874445,0.710209,0.125555,0.289791,0.164236,0.238645,0.211208,medium,5,2.041453874828161,1.0,0.4311713899947063
L15,riloff,unigram,1,0.03125,0.315789,0.315789,0.315789,0.684211,0.684211,0.0,0.35773,0.217763,medium,2,2.734601055388106,1.0,0.5954949296244801
L15,sad,unigram,3,0.09375,0.065948,0.181357,0.065948,0.818643,0.934052,0.115409,0.513901,0.352338,top,3,2.4469189829363254,1.0,0.862142540609819
L15,sample,unigram,1,0.03125,0.675967,0.675967,0.675967,0.324033,0.324033,0.0,0.177641,0.10971,medium,9,1.5306282510621703,1.0,0.1679252254240307
L15,sampling,unigram,1,0.03125,0.667724,0.667724,0.667724,0.332276,0.332276,0.0,0.181763,0.112183,medium,3,2.4469189829363254,1.0,0.2745027122627458
L15,say,unigram,1,0.03125,0.987952,0.987952,0.987952,0.012048,0.012048,0.0,0.021649,0.016114,bottom,9,1.5306282510621703,1.0,0.02466454363761581
L15,scalar,unigram,2,0.0625,0.752695,0.753963,0.752695,0.246037,0.247305,0.001268,0.154903,0.099572,medium,5,2.041453874828161,1.0,0.20327164522438965
L15,scale,unigram,1,0.03125,0.739379,0.739379,0.739379,0.260621,0.260621,0.0,0.145936,0.090686,medium,6,1.8873031950009027,1.0,0.17115197754185188
L15,scherer,unigram,3,0.09375,0.058973,0.170577,0.058973,0.829423,0.941027,0.111604,0.517389,0.353289,top,2,2.734601055388106,1.0,0.9661044722570087
L15,scientist,unigram,1,0.03125,0.564997,0.564997,0.564997,0.435003,0.435003,0.0,0.233127,0.143001,medium,2,2.734601055388106,1.0,0.39105068552155453
L15,score,unigram,14,0.4375,0.619531,0.960051,0.619531,0.039949,0.380469,0.34052,0.408985,0.391297,medium,5,2.041453874828161,1.0,0.798814776858635
L15,seed,unigram,8,0.25,0.58085,0.672796,0.58085,0.327204,0.41915,0.091947,0.334575,0.253329,medium,2,2.734601055388106,1.0,0.6927537507604136
L15,selection,unigram,4,0.125,0.778694,0.821814,0.778694,0.178186,0.221306,0.04312,0.173153,0.129328,medium,2,2.734601055388106,1.0,0.353660485291233
L15,semantic,unigram,4,0.125,0.019023,0.693722,0.019023,0.306278,0.980977,0.674699,0.552988,0.546703,top,8,1.6359887667199966,1.0,0.8943999667321224
L15,semi,unigram,2,0.0625,0.575777,0.698795,0.575777,0.301205,0.424223,0.123018,0.243362,0.189172,medium,5,2.041453874828161,1.0,0.3861859124089929
L15,sense,unigram,1,0.03125,0.0539,0.0539,0.0539,0.9461,0.9461,0.0,0.488675,0.29633,medium,9,1.5306282510621703,1.0,0.4535710696372529
L15,sentiment,unigram,29,0.90625,0.003805,0.983513,0.003805,0.016487,0.996195,0.979708,0.951223,0.955271,top,9,1.5306282510621703,1.0,1.4621647800204105
L15,set,unigram,7,0.21875,0.63792,0.904883,0.63792,0.095117,0.36208,0.266963,0.290415,0.276213,medium,13,1.1941560144409573,1.0,0.3298414152167801
L15,significance,unigram,1,0.03125,0.180089,0.180089,0.180089,0.819911,0.819911,0.0,0.425581,0.258473,medium,2,2.734601055388106,1.0,0.70682053858933
L15,similar,unigram,1,0.03125,0.902346,0.902346,0.902346,0.097654,0.097654,0.0,0.064452,0.041796,bottom,7,1.7537718023763802,1.0,0.07330064625212318
L15,simple,unigram,6,0.1875,0.159163,0.890932,0.159163,0.109068,0.840837,0.731769,0.514169,0.546782,top,11,1.3483066942682158,1.0,0.7372298309053635
L15,single,unigram,2,0.0625,0.5948,0.932784,0.5948,0.067216,0.4052,0.337984,0.23385,0.247955,medium,10,1.4353180712578455,1.0,0.3558942923587391
L15,situation,unigram,1,0.03125,0.906785,0.906785,0.906785,0.093215,0.093215,0.0,0.062232,0.040464,bottom,5,2.041453874828161,1.0,0.08260538959104671
L15,smith,unigram,2,0.0625,0.292327,0.436906,0.292327,0.563094,0.707673,0.144578,0.385086,0.280675,medium,2,2.734601055388106,1.0,0.7675341512210567
L15,social,unigram,1,0.03125,0.015219,0.015219,0.015219,0.984781,0.984781,0.0,0.508016,0.307934,medium,2,2.734601055388106,1.0,0.842076641389881
L15,space,unigram,1,0.03125,0.258719,0.258719,0.258719,0.741281,0.741281,0.0,0.386265,0.234884,medium,10,1.4353180712578455,1.0,0.3371332498493278
L15,speaker,unigram,1,0.03125,0.560558,0.560558,0.560558,0.439442,0.439442,0.0,0.235346,0.144333,medium,2,2.734601055388106,1.0,0.3946931741273315
L15,specific,unigram,3,0.09375,0.083703,0.201015,0.083703,0.798985,0.916297,0.117311,0.505023,0.347582,medium,7,1.7537718023763802,1.0,0.609579510613587
L15,spreadsheet,unigram,1,0.03125,0.419784,0.419784,0.419784,0.580216,0.580216,0.0,0.305733,0.186565,medium,2,2.734601055388106,1.0,0.510180845898482
L15,stable,unigram,3,0.09375,0.098288,0.217502,0.098288,0.782498,0.901712,0.119214,0.497731,0.343778,medium,2,2.734601055388106,1.0,0.9400956816192123
L15,stance,unigram,6,0.1875,0.081167,0.199112,0.081167,0.800888,0.918833,0.117945,0.553167,0.386034,top,2,2.734601055388106,1.0,1.0556489838156922
L15,standard,unigram,1,0.03125,0.674065,0.674065,0.674065,0.325935,0.325935,0.0,0.178593,0.110281,medium,12,1.2682639865946794,1.0,0.13986542070564784
L15,star,unigram,4,0.125,0.734306,0.828789,0.734306,0.171211,0.265694,0.094483,0.195347,0.158053,medium,2,2.734601055388106,1.0,0.43221190060725634
L15,start,unigram,3,0.09375,0.580216,0.615092,0.580216,0.384908,0.419784,0.034876,0.256767,0.173898,medium,8,1.6359887667199966,1.0,0.28449517455507395
L15,state,unigram,2,0.0625,0.172479,0.187064,0.172479,0.812936,0.827521,0.014585,0.44501,0.277632,medium,8,1.6359887667199966,1.0,0.45420283328200606
L15,states,unigram,2,0.0625,0.060875,0.1078,0.060875,0.8922,0.939125,0.046925,0.500812,0.320815,medium,2,2.734601055388106,1.0,0.8773010375843353
L15,static,unigram,1,0.03125,0.604946,0.604946,0.604946,0.395054,0.395054,0.0,0.213152,0.131016,medium,2,2.734601055388106,1.0,0.3582764918727281
L15,stimulus,unigram,6,0.1875,0.260621,0.519975,0.260621,0.480025,0.739379,0.259353,0.463439,0.37462,medium,2,2.734601055388106,1.0,1.0244362473694923
L15,stone,unigram,2,0.0625,0.289791,0.434369,0.289791,0.565631,0.710209,0.144578,0.386355,0.281436,medium,3,2.4469189829363254,1.0,0.6886510908816678
L15,strong,unigram,2,0.0625,0.235891,0.424223,0.235891,0.575777,0.764109,0.188332,0.413305,0.310732,medium,3,2.4469189829363254,1.0,0.7603360294057703
L15,student,unigram,1,0.03125,0.036145,0.036145,0.036145,0.963855,0.963855,0.0,0.497553,0.301657,medium,2,2.734601055388106,1.0,0.8249115505652099
L15,study,unigram,1,0.03125,0.039315,0.039315,0.039315,0.960685,0.960685,0.0,0.495967,0.300705,medium,5,2.041453874828161,1.0,0.6138753874302022
L15,subjective,unigram,5,0.15625,0.07546,0.31896,0.07546,0.68104,0.92454,0.2435,0.540395,0.412912,top,2,2.734601055388106,1.0,1.1291495909824136
L15,subjectivity,unigram,2,0.0625,0.013316,0.298668,0.013316,0.701332,0.986684,0.285352,0.524592,0.406611,top,2,2.734601055388106,1.0,1.1119188697324132
L15,subset,unigram,1,0.03125,0.670894,0.670894,0.670894,0.329106,0.329106,0.0,0.180178,0.111232,medium,3,2.4469189829363254,1.0,0.27217569230997335
L15,sum,unigram,3,0.09375,0.845276,0.854788,0.845276,0.145212,0.154724,0.009512,0.124237,0.086771,bottom,5,2.041453874828161,1.0,0.17713899417271436
L15,supervise,unigram,4,0.125,0.708941,0.891566,0.708941,0.108434,0.291059,0.182625,0.208029,0.192105,medium,5,2.041453874828161,1.0,0.3921734966238639
L15,supervised,unigram,4,0.125,0.576411,0.833862,0.576411,0.166138,0.423589,0.257451,0.274295,0.254312,medium,7,1.7537718023763802,1.0,0.44600521460594195
L15,supportive,unigram,3,0.09375,0.088142,0.206088,0.088142,0.793912,0.911858,0.117945,0.502804,0.346441,medium,2,2.734601055388106,1.0,0.9473779242297109
L15,suppose,unigram,1,0.03125,0.909956,0.909956,0.909956,0.090044,0.090044,0.0,0.060647,0.039513,bottom,7,1.7537718023763802,1.0,0.06929678522729792
L15,surprise,unigram,4,0.125,0.239696,0.386176,0.239696,0.613824,0.760304,0.146481,0.442652,0.322036,medium,2,2.734601055388106,1.0,0.8806399854729641
L15,synchronize,unigram,2,0.0625,0.062777,0.109702,0.062777,0.890298,0.937223,0.046925,0.499861,0.320244,medium,2,2.734601055388106,1.0,0.8757395803817086
L15,take,unigram,1,0.03125,0.199746,0.199746,0.199746,0.800254,0.800254,0.0,0.415752,0.252576,medium,11,1.3483066942682158,1.0,0.3405499116114889
L15,talk,unigram,2,0.0625,0.036779,0.726062,0.036779,0.273938,0.963221,0.689283,0.512861,0.520751,top,2,2.734601055388106,1.0,1.4240462341944116
L15,tendency,unigram,3,0.09375,0.101458,0.220038,0.101458,0.779962,0.898542,0.11858,0.496146,0.342636,medium,2,2.734601055388106,1.0,0.9369727672139592
L15,terrible,unigram,1,0.03125,0.750793,0.750793,0.750793,0.249207,0.249207,0.0,0.140229,0.087262,medium,3,2.4469189829363254,1.0,0.21352304428898963
L15,test,unigram,2,0.0625,0.901078,0.904249,0.901078,0.095751,0.098922,0.003171,0.080711,0.055628,bottom,9,1.5306282510621703,1.0,0.0851457883500864
L15,theory,unigram,1,0.03125,0.227013,0.227013,0.227013,0.772987,0.772987,0.0,0.402118,0.244396,medium,2,2.734601055388106,1.0,0.6683255595326316
L15,theresa,unigram,1,0.03125,0.305644,0.305644,0.305644,0.694356,0.694356,0.0,0.362803,0.220807,medium,2,2.734601055388106,1.0,0.6038190552370816
L15,trait,unigram,3,0.09375,0.097654,0.216233,0.097654,0.783767,0.902346,0.11858,0.498048,0.343778,medium,2,2.734601055388106,1.0,0.9400956816192123
L15,trip,unigram,1,0.03125,0.714648,0.714648,0.714648,0.285352,0.285352,0.0,0.158301,0.098106,medium,2,2.734601055388106,1.0,0.26828077113990556
L15,tune,unigram,2,0.0625,0.599239,0.609385,0.599239,0.390615,0.400761,0.010146,0.23163,0.148272,medium,5,2.041453874828161,1.0,0.3026904489285211
L15,turney,unigram,3,0.09375,0.36208,0.590996,0.36208,0.409004,0.63792,0.228916,0.365835,0.297551,medium,3,2.4469189829363254,1.0,0.7280831902916866
L15,type,unigram,7,0.21875,0.320862,0.347495,0.320862,0.652505,0.679138,0.026633,0.448944,0.299231,medium,10,1.4353180712578455,1.0,0.4294916617805564
L15,typical,unigram,3,0.09375,0.10019,0.220672,0.10019,0.779328,0.89981,0.120482,0.49678,0.343588,medium,3,2.4469189829363254,1.0,0.8407319995091261
L15,typology,unigram,3,0.09375,0.059607,0.171211,0.059607,0.828789,0.940393,0.111604,0.517072,0.353099,top,3,2.4469189829363254,1.0,0.8640046459558336
L15,understated,unigram,1,0.03125,0.427394,0.427394,0.427394,0.572606,0.572606,0.0,0.301928,0.184282,medium,2,2.734601055388106,1.0,0.503937751689031
L15,unsupervised,unigram,3,0.09375,0.844008,0.864933,0.844008,0.135067,0.155992,0.020926,0.124871,0.090575,bottom,2,2.734601055388106,1.0,0.24768649059177772
L15,useful,unigram,2,0.0625,0.398224,0.906151,0.398224,0.093849,0.601776,0.507926,0.332138,0.357911,medium,12,1.2682639865946794,1.0,0.4539256317060883
L15,user,unigram,1,0.03125,0.050729,0.050729,0.050729,0.949271,0.949271,0.0,0.49026,0.297281,medium,4,2.2237754316221157,1.0,0.6610861840880542
L15,vad,unigram,1,0.03125,0.509195,0.509195,0.509195,0.490805,0.490805,0.0,0.261028,0.159742,medium,2,2.734601055388106,1.0,0.43683064178980685
L15,valence,unigram,12,0.375,0.233354,0.965124,0.233354,0.034876,0.766646,0.731769,0.570823,0.599524,top,2,2.734601055388106,1.0,1.6394589631304988
L15,value,unigram,3,0.09375,0.158529,0.852251,0.158529,0.147749,0.841471,0.693722,0.467611,0.498058,medium,11,1.3483066942682158,1.0,0.671534935533839
L15,valuing,unigram,3,0.09375,0.095751,0.214331,0.095751,0.785669,0.904249,0.11858,0.498999,0.344348,medium,2,2.734601055388106,1.0,0.9416544042207835
L15,vector,unigram,1,0.03125,0.934052,0.934052,0.934052,0.065948,0.065948,0.0,0.048599,0.032284,bottom,8,1.6359887667199966,1.0,0.05281626134478837
L15,verb,unigram,4,0.125,0.332911,0.350666,0.332911,0.649334,0.667089,0.017755,0.396045,0.255453,medium,8,1.6359887667199966,1.0,0.41791823842492326
L15,version,unigram,4,0.125,0.632213,0.665187,0.632213,0.334813,0.367787,0.032974,0.246393,0.170228,medium,3,2.4469189829363254,1.0,0.4165341246272848
L15,vice,unigram,1,0.03125,0.42993,0.42993,0.42993,0.57007,0.57007,0.0,0.30066,0.183521,medium,2,2.734601055388106,1.0,0.5018567202858806
L15,virtue,unigram,1,0.03125,0.429296,0.429296,0.429296,0.570704,0.570704,0.0,0.300977,0.183711,medium,2,2.734601055388106,1.0,0.5023762944864044
L15,walk,unigram,3,0.09375,0.646798,0.657578,0.646798,0.342422,0.353202,0.01078,0.223476,0.146695,medium,3,2.4469189829363254,1.0,0.35895078020184423
L15,want,unigram,1,0.03125,0.91059,0.91059,0.91059,0.08941,0.08941,0.0,0.06033,0.039323,bottom,10,1.4353180712578455,1.0,0.05644101251607225
L15,warm,unigram,3,0.09375,0.087508,0.205453,0.087508,0.794547,0.912492,0.117945,0.503121,0.346631,medium,2,2.734601055388106,1.0,0.9478974984302347
L15,weak,unigram,3,0.09375,0.236525,0.556753,0.236525,0.443247,0.763475,0.320228,0.428612,0.362611,medium,3,2.4469189829363254,1.0,0.8872797393215239
L15,weakly,unigram,1,0.03125,0.303741,0.303741,0.303741,0.696259,0.696259,0.0,0.363754,0.221378,medium,2,2.734601055388106,1.0,0.6053805124397081
L15,weight,unigram,4,0.125,0.757134,0.849081,0.757134,0.150919,0.242866,0.091947,0.183933,0.150444,medium,8,1.6359887667199966,1.0,0.24612469402042317
L15,wiebe,unigram,3,0.09375,0.013951,0.316424,0.013951,0.683576,0.986049,0.302473,0.5399,0.424057,top,2,2.734601055388106,1.0,1.159626719744714
L15,wikipedia,unigram,2,0.0625,0.25428,0.378567,0.25428,0.621433,0.74572,0.124287,0.40411,0.286002,medium,5,2.041453874828161,1.0,0.5838598911086037
L15,wilson,unigram,1,0.03125,0.306278,0.306278,0.306278,0.693722,0.693722,0.0,0.362486,0.220617,medium,2,2.734601055388106,1.0,0.6032994810365578
L15,word2vec,unigram,1,0.03125,0.606214,0.606214,0.606214,0.393786,0.393786,0.0,0.212518,0.130636,medium,4,2.2237754316221157,1.0,0.2905051272853867
L15,work,unigram,3,0.09375,0.456563,0.89981,0.456563,0.10019,0.543437,0.443247,0.318593,0.333505,medium,11,1.3483066942682158,1.0,0.44966702407192133
L15,workshop,unigram,2,0.0625,0.725428,0.746988,0.725428,0.253012,0.274572,0.02156,0.168536,0.11384,medium,2,2.734601055388106,1.0,0.311306984145382
L2,abate,unigram,1,0.047619,0.484658,0.484658,0.484658,0.515342,0.515342,0.0,0.281481,0.17365,medium,2,2.734601055388106,1.0,0.47486347326814465
L2,able,unigram,1,0.047619,0.967742,0.967742,0.967742,0.032258,0.032258,0.0,0.039939,0.028725,bottom,3,2.4469189829363254,1.0,0.07028774778484595
L2,accord,unigram,1,0.047619,0.723053,0.723053,0.723053,0.276947,0.276947,0.0,0.162283,0.102132,medium,4,2.2237754316221157,1.0,0.2271186323824299
L2,accuracy,unigram,1,0.047619,0.138474,0.138474,0.138474,0.861526,0.861526,0.0,0.454573,0.277506,medium,7,1.7537718023763802,1.0,0.48668219779025973
L2,accurate,unigram,1,0.047619,0.922109,0.922109,0.922109,0.077891,0.077891,0.0,0.062755,0.042415,bottom,2,2.734601055388106,1.0,0.11598810376428653
L2,add,unigram,4,0.190476,0.214005,0.773407,0.214005,0.226593,0.785995,0.559402,0.488236,0.47981,medium,12,1.2682639865946794,1.0,0.6085257434079931
L2,address,unigram,1,0.047619,0.523997,0.523997,0.523997,0.476003,0.476003,0.0,0.261811,0.161849,medium,3,2.4469189829363254,1.0,0.39603139046926134
L2,advance,unigram,1,0.047619,0.22502,0.22502,0.22502,0.77498,0.77498,0.0,0.4113,0.251542,medium,2,2.734601055388106,1.0,0.687867018674435
L2,affix,unigram,2,0.095238,0.894571,0.917388,0.894571,0.082612,0.105429,0.022817,0.100333,0.076569,medium,2,2.734601055388106,1.0,0.2093856682100119
L2,african,unigram,1,0.047619,0.363493,0.363493,0.363493,0.636507,0.636507,0.0,0.342063,0.21,medium,2,2.734601055388106,1.0,0.5742662216315023
L2,algorithm,unigram,6,0.285714,0.666404,0.987411,0.666404,0.012589,0.333596,0.321007,0.309655,0.310667,medium,9,1.5306282510621703,1.0,0.47551568687273127
L2,ambiguous,unigram,1,0.047619,0.981117,0.981117,0.981117,0.018883,0.018883,0.0,0.033251,0.024712,bottom,3,2.4469189829363254,1.0,0.06046826190632248
L2,american,unigram,1,0.047619,0.36428,0.36428,0.36428,0.63572,0.63572,0.0,0.341669,0.209764,medium,3,2.4469189829363254,1.0,0.5132755135366553
L2,analysis,unigram,1,0.047619,0.859953,0.859953,0.859953,0.140047,0.140047,0.0,0.093833,0.061062,medium,10,1.4353180712578455,1.0,0.08764339206714655
L2,angle,unigram,1,0.047619,0.185681,0.185681,0.185681,0.814319,0.814319,0.0,0.430969,0.263343,medium,3,2.4469189829363254,1.0,0.6443789857234007
L2,annotation,unigram,1,0.047619,0.416208,0.416208,0.416208,0.583792,0.583792,0.0,0.315706,0.194185,medium,2,2.734601055388106,1.0,0.5310185059405393
L2,appear,unigram,1,0.047619,0.347758,0.347758,0.347758,0.652242,0.652242,0.0,0.349931,0.21472,medium,8,1.6359887667199966,1.0,0.35127950799011765
